id,name,nationality,position,age,birth_year,value,height
1063,Kai Havertz,de GER,"MF,FW",20,1999,81000000,189
1118,LukĂˇĹˇ HrĂˇdeckĂ˝,fi FIN,GK,29,1989,8000000,192
1879,Exequiel Palacios,ar ARG,MF,20,1998,22000000,177
1904,Paulinho,br BRA,"MF,FW",19,2000,13500000,177
1999,Joel Pohjanpalo,fi FIN,MF,24,1994,80000,186
2092,Panagiotis Retsos,gr GRE,DF,20,1998,8000000,186
2330,Daley Sinkgraven,nl NED,DF,24,1995,4000000,179
2438,Jonathan Tah,de GER,DF,23,1996,29000000,195
2445,Edmond Tapsoba,bf BFA,DF,20,1999,18000000,194
2623,Kevin Volland,de GER,FW,27,1992,28000000,179
2652,Mitchell Weiser,de GER,DF,25,1994,8000000,177
2654,Wendell,br BRA,DF,26,1993,7500000,176
2672,Florian Wirtz,de GER,"FW,MF",16,2003,24000000,175
88,Benjamin AndrĂ©,fr FRA,MF,28,1990,8000000,180
113,Luiz AraĂşjo,br BRA,"FW,MF",23,1996,5000000,175
182,Jonathan Bamba,fr FRA,"FW,MF",23,1996,16000000,175
350,Domagoj BradariÄ‡,hr CRO,DF,19,1999,6000000,178
480,Zeki Ă‡elik,tr TUR,DF,22,1997,20000000,180
699,Tiago DjalĂł,pt POR,DF,19,2000,4000000,190
717,Gabriel Dos Santos,br BRA,DF,21,1997,28000000,190
869,JosĂ© Fonte,pt POR,DF,35,1983,1000000,191
906,NicolĂˇs GaitĂˇn,ar ARG,"MF,FW",31,1988,3000000,174
1147,Jonathan Ikone,fr FRA,"MF,FW",21,1998,36000000,175
1502,Thiago Maia,br BRA,MF,22,1997,3000000,179
1505,Mike Maignan,fr FRA,GK,23,1995,17000000,191
1524,Reinildo Mandava,mz MOZ,DF,25,1994,2000000,180
1789,Cheikh Niasse,sn SEN,MF,19,2000,15000,188
1840,Jean Onana,cm CMR,MF,19,2000,5000,189
1853,Victor Osimhen,ng NGA,FW,20,1998,27000000,186
1858,Abou Ouattara,bf BFA,MF,19,1999,10000,177
1978,JĂ©rĂ©my Pied,fr FRA,DF,30,1989,2000000,173
2091,LoĂŻc RĂ©my,fr FRA,FW,32,1987,2000000,185
2226,Renato Sanches,pt POR,"MF,FW",21,1997,16000000,176
2374,Adama Soumaoro,fr FRA,DF,27,1992,8000000,186
2375,Boubakary SoumarĂ©,fr FRA,MF,20,1999,24000000,188
2648,Timothy Weah,us USA,MF,19,2000,7000000,185
2678,Xeka,pt POR,MF,24,1994,7000000,186
2682,Yusuf YazÄ±cÄ±,tr TUR,"MF,FW",22,1997,13000000,183
18,AdriĂˇn,es ESP,GK,32,1987,4000000,190
58,Trent Alexander-Arnold,eng ENG,DF,20,1998,99000000,180
61,Alisson,br BRA,GK,26,1992,72000000,191
688,Virgil van Dijk,nl NED,DF,28,1991,80000000,193
764,Harvey Elliot,eng ENG,DF,16,2003,4000000,170
801,Fabinho,br BRA,MF,25,1993,56000000,188
854,Roberto Firmino,br BRA,FW,27,1991,72000000,181
974,Joe Gomez,eng ENG,DF,22,1997,33000000,188
1071,Jordan Henderson,eng ENG,MF,29,1990,28000000,187
1202,Curtis Jones,eng ENG,MF,18,2001,1000000,185
1257,Naby KeĂŻta,gn GUI,MF,24,1995,33000000,172
1353,Adam Lallana,eng ENG,"MF,FW",31,1988,9000000,172
1462,Dejan Lovren,hr CRO,DF,30,1989,16000000,188
1527,Sadio ManĂ©,sn SEN,FW,27,1992,120000000,174
1588,JoĂ«l Matip,cm CMR,DF,27,1991,32000000,195
1665,James Milner,eng ENG,"MF,DF",33,1986,6000000,175
1668,Takumi Minamino,jp JPN,"FW,MF",24,1995,10000000,174
1848,Divock Origi,be BEL,FW,24,1995,16000000,185
1865,Alex Oxlade-Chamberlain,eng ENG,"MF,FW",25,1993,28000000,175
2124,Andrew Robertson,sco SCO,DF,25,1994,64000000,178
2207,Mohamed Salah,eg EGY,FW,27,1992,120000000,175
2299,Xherdan Shaqiri,ch SUI,FW,27,1991,16000000,169
2660,Georginio Wijnaldum,nl NED,MF,28,1990,40000000,175
2665,Neco Williams,wal WAL,DF,18,2001,4000000,183
83,Joachim Andersen,dk DEN,DF,23,1996,16000000,192
107,Houssem Aouar,fr FRA,MF,21,1998,49000000,175
189,Melvin Bard,fr FRA,DF,18,2000,4500000,173
449,Maxence Caqueret,fr FRA,MF,19,2000,7000000,174
502,Rayan Cherki,fr FRA,"MF,FW",15,2003,18000000,176
560,Maxwel Cornet,ci CIV,"FW,DF",22,1996,10000000,179
649,Moussa DembĂ©lĂ©,fr FRA,FW,23,1996,40000000,183
655,Jason Denayer,be BEL,DF,24,1995,12000000,184
660,Memphis Depay,nl NED,"FW,MF",25,1994,44000000,176
739,Leo Dubois,fr FRA,DF,24,1994,14000000,178
994,Amine Gouiri,fr FRA,FW,19,2000,4000000,180
1301,Youssouf KonĂ©,ml MLI,DF,24,1995,6000000,174
1445,Anthony Lopes,pt POR,GK,28,1990,17000000,184
1470,Jean Lucas,br BRA,MF,21,1998,4500000,181
1536,Fernando Marcal,br BRA,DF,30,1989,2400000,178
1538,Marcelo,br BRA,DF,32,1987,3000000,191
1629,Thiago Mendes,br BRA,MF,27,1992,16000000,177
2047,Rafael,br BRA,DF,29,1990,5000000,172
2088,Jeff Reine-AdĂ©laĂŻde,fr FRA,"MF,FW",21,1998,22000000,184
2364,Oumar Solet,fr FRA,DF,19,2000,90000,192
2449,Ciprian TÄtÄruČ™anu,ro ROU,GK,33,1986,700000,198
2466,Martin Terrier,fr FRA,"FW,MF",22,1997,10000000,184
2468,Kenny Tete,nl NED,DF,23,1995,5000000,180
2493,Karl Toko Ekambi,cm CMR,FW,26,1992,14000000,185
2518,Lucas Tousart,fr FRA,MF,22,1997,16000000,185
2525,Bertrand TraorĂ©,bf BFA,"FW,MF",23,1995,9000000,181
146,Taiwo Awoniyi,ng NGA,FW,21,1997,3000000,183
170,Ridle Baku,de GER,"DF,MF",21,1998,5000000,176
202,Leandro Barreiro Martins,lu LUX,MF,19,2000,4000000,174
316,Jean-Paul BoĂ«tius,nl NED,MF,25,1994,4000000,178
371,Daniel Brosinski,de GER,DF,31,1988,2000000,178
376,Jeffrey Bruma,nl NED,DF,27,1991,3000000,189
389,Jonathan Burkardt,de GER,FW,19,2000,1000000,181
713,Ji Dong-won,kr KOR,FW,28,1991,1000000,187
836,Edimilson Fernandes,ch SUI,"MF,DF",23,1996,5000000,190
1046,Alexander Hack,de GER,DF,25,1993,1000000,193
1334,Pierre Kunde,cm CMR,MF,24,1995,6000000,180
1371,Danny Latza,de GER,MF,29,1989,2000000,179
1560,AarĂłn MartĂ­n,es ESP,DF,22,1997,10000000,180
1586,Jean-Philippe Mateta,fr FRA,FW,22,1997,17000000,192
1597,Alexandru Maxim,ro ROU,MF,29,1990,1000000,177
1727,Florian MĂĽller,de GER,GK,21,1997,2000000,192
1747,Phillipp Mwene,at AUT,DF,25,1994,80000,170
1786,Moussa Niakhate,fr FRA,DF,23,1996,9000000,190
1841,Karim Onisiwo,at AUT,FW,27,1992,3000000,188
1869,Levin Ă–ztunalÄ±,de GER,"MF,FW",23,1996,2800000,185
1979,RonaĂ«l Pierre-Gabriel,fr FRA,DF,21,1998,3000000,177
2035,Robin Quaison,se SWE,"FW,MF",25,1993,10000000,183
2387,Jerry St. Juste,nl NED,DF,22,1996,7000000,186
2433,ĂdĂˇm Szalai,hu HUN,FW,31,1987,1000000,193
2710,Robin Zentner,de GER,GK,24,1994,3000000,195
20,Lumor Agbenyenu,gh GHA,DF,22,1996,1500000,175
54,Ălex AlegrĂ­a,es ESP,FW,26,1992,600,191
153,Iddrisu Baba,gh GHA,MF,23,1996,2000000,182
382,Ante Budimir,hr CRO,FW,28,1991,6000000,190
404,Ariday Cabrera,es ESP,"MF,FW",30,1988,32500,168
434,Xisco Campos,es ESP,DF,37,1982,10000,180
498,Pablo ChavarrĂ­a,ar ARG,"FW,MF",31,1988,1000000,185
588,Cucho,co COL,"FW,MF",20,1999,8000000,176
824,Aleix Febas,es ESP,MF,23,1996,2000000,172
911,Fran GĂˇmez,es ESP,DF,28,1991,65000,174
1222,Lago Junior,ci CIV,"MF,FW",28,1990,2500000,180
1313,Leonardo Koutris,gr GRE,DF,24,1995,3000000,170
1330,Takefusa Kubo,jp JPN,"MF,FW",18,2001,13000000,173
1896,Miquel Parera,es ESP,GK,23,1996,30000,182
1917,Marc Pedraza,es ESP,MF,32,1987,30000,184
2016,Alejandro Pozo Pozo,es ESP,DF,20,1999,5000000,174
2020,AbdĂłn Prats,es ESP,"FW,MF",26,1992,65000,181
2054,Antonio Raillo,es ESP,DF,27,1991,2000000,187
2084,Manolo Reina,es ESP,GK,34,1985,30000,186
2137,Dani RodrĂ­guez,es ESP,"MF,FW",31,1988,1000000,178
2153,Luka Romero,ar ARG,MF,14,2004,1000000,165
2211,Yannis Salibur,fr FRA,"MF,FW",28,1991,1000000,177
2258,Joan Sastre Vanrell,es ESP,DF,22,1997,1600000,174
2285,Aleksandar Sedlar,rs SRB,DF,27,1991,65000,180
2292,Josep SeĂ±Ă©,es ESP,MF,27,1991,30000,186
2297,Salva Sevilla,es ESP,MF,35,1984,20000,178
2520,Aleksandar Trajkovski,mk MKD,"MF,DF",26,1992,1000000,179
2566,Martin Valjent,sk SVK,DF,23,1995,2000000,187
26,Sergio AgĂĽero,ar ARG,FW,31,1988,52000000,173
96,AngeliĂ±o,es ESP,DF,22,1997,25000000,171
360,Claudio Bravo,cl CHI,GK,36,1983,1000000,184
439,JoĂŁo Cancelo,pt POR,DF,25,1994,36000000,182
631,Kevin De Bruyne,be BEL,MF,28,1991,120000000,181
758,Ederson,br BRA,GK,25,1993,56000000,188
846,Fernandinho,br BRA,DF,34,1985,4000000,179
861,Phil Foden,eng ENG,"FW,MF",19,2000,27000000,171
917,Eric GarcĂ­a,es ESP,DF,18,2001,6000000,183
1037,Ilkay Gundogan,de GER,MF,28,1990,40000000,180
1195,Gabriel Jesus,br BRA,FW,22,1997,56000000,175
1363,Aymeric Laporte,fr FRA,DF,25,1994,60000000,189
1501,Riyad Mahrez,dz ALG,FW,28,1991,48000000,179
1634,Benjamin Mendy,fr FRA,DF,25,1994,28000000,185
1855,NicolĂˇs Otamendi,ar ARG,DF,31,1988,14000000,183
2131,Rodri,es ESP,MF,23,1996,64000000,191
2236,Leroy SanĂ©,de GER,FW,23,1996,80000000,183
2315,Bernardo Silva,pt POR,"FW,MF",24,1994,80000000,173
2316,David Silva,es ESP,MF,33,1986,12000000,170
2399,Raheem Sterling,eng ENG,FW,24,1994,128000000,170
2405,John Stones,eng ENG,DF,25,1994,36000000,188
2637,Kyle Walker,eng ENG,DF,29,1990,40000000,183
2715,Oleksandr Zinchenko,ua UKR,DF,22,1996,24000000,175
163,Eric Bailly,ci CIV,DF,25,1994,17000000,187
508,Tahith Chong,nl NED,"FW,MF",19,1999,6000000,185
615,Diogo Dalot,pt POR,DF,20,1999,18000000,183
835,Bruno Fernandes,pt POR,MF,24,1994,48000000,179
875,Timothy Fosu-Mensah,nl NED,DF,21,1998,6000000,190
884,Fred,br BRA,MF,26,1993,17500000,169
926,James Garner,eng ENG,MF,18,2001,2000000,182
934,David de Gea,es ESP,GK,28,1990,40000000,192
972,Angel Gomes,eng ENG,MF,18,2000,3000000,168
1003,Mason Greenwood,eng ENG,FW,17,2001,29000000,181
1141,Odion Ighalo,ng NGA,FW,30,1989,5000000,181
1177,Daniel James,wal WAL,FW,21,1997,22000000,170
1203,Phil Jones,eng ENG,DF,27,1992,7000000,185
1422,Victor LindelĂ¶f,se SWE,DF,25,1994,28000000,187
1424,Jesse Lingard,eng ENG,"MF,FW",26,1992,17000000,174
1499,Harry Maguire,eng ENG,DF,26,1993,56000000,194
1559,Anthony Martial,fr FRA,FW,23,1995,48000000,181
1584,Juan Mata,es ESP,"MF,FW",31,1988,7500000,170
1587,Nemanja MatiÄ‡,rs SRB,MF,30,1988,16000000,194
1617,Scott McTominay,sco SCO,MF,22,1996,22000000,193
1939,Andreas Pereira,br BRA,"MF,FW",23,1996,16000000,178
1998,Paul Pogba,fr FRA,MF,26,1993,80000000,191
2069,Marcus Rashford,eng ENG,FW,21,1997,64000000,185
2148,Marcos Rojo,ar ARG,DF,29,1990,8000000,187
2301,Luke Shaw,eng ENG,DF,24,1995,22000000,185
2542,Axel Tuanzebe,eng ENG,DF,21,1997,8000000,186
2642,Aaron Wan-Bissaka,eng ENG,DF,21,1997,32000000,183
2663,Brandon Williams,eng ENG,DF,18,2000,11000000,172
2690,Ashley Young,eng ENG,DF,34,1985,3000000,175
37,Marley AkĂ©,fr FRA,"FW,MF",18,2001,1000000,177
76,Jordan Amavi,fr FRA,DF,25,1994,9000000,176
250,DarĂ­o Benedetto,ar ARG,FW,29,1990,12000000,177
421,Duje Ä†aleta-Car,hr CRO,DF,22,1996,23000000,192
486,Florian Chabrolle,fr FRA,MF,21,1998,25000,171
940,ValĂ¨re Germain,fr FRA,FW,29,1990,4000000,180
983,Ălvaro GonzĂˇlez,es ESP,DF,29,1990,6000000,182
1239,Boubacar Kamara,fr FRA,"DF,MF",19,1999,27000000,184
1264,SaĂ®f-Eddine Khaoui,tn TUN,"MF,FW",24,1995,2000000,180
1417,Isaac Lihadji,fr FRA,"DF,MF",17,2002,3000000,177
1454,Maxime Lopez,fr FRA,"MF,FW",21,1997,10000000,167
1523,Steve Mandanda,fr FRA,GK,34,1985,2000000,185
1911,Dimitri Payet,fr FRA,FW,32,1987,10000000,175
1926,Yohann PelĂ©,fr FRA,GK,36,1982,25000,196
1958,Lucas Perrin,fr FRA,DF,20,1998,1000000,187
2042,Nemanja RadonjiÄ‡,rs SRB,"FW,MF",23,1996,5500000,185
2159,Valentin Rongier,fr FRA,MF,24,1994,16000000,172
2204,Hiroki Sakai,jp JPN,DF,29,1990,5000000,183
2242,Morgan Sanson,fr FRA,MF,24,1994,22000000,180
2254,Bouna Sarr,gn GUI,"DF,FW",27,1992,6000000,177
2409,Kevin Strootman,nl NED,MF,29,1990,8000000,186
2470,Florian Thauvin,fr FRA,FW,26,1993,32000000,179
77,Thierry Ambrose,fr FRA,FW,22,1997,1000000,178
91,Victorien Angban,ci CIV,MF,22,1996,2000000,180
341,Farid Boulaya,dz ALG,FW,26,1993,1000000,180
348,John Boye,gh GHA,DF,32,1987,1000000,184
368,Dylan Bronn,tn TUN,DF,24,1995,4000000,186
403,Manuel Cabit,mq MTQ,DF,26,1993,65000,180
481,Fabien Centonze,fr FRA,DF,23,1996,4000000,182
534,Renaud Cohade,fr FRA,MF,34,1984,40000,181
643,Thomas Delaine,fr FRA,DF,27,1992,1000000,180
645,Paul Delecroix,fr FRA,GK,30,1988,40000,185
677,Habib Diallo,sn SEN,FW,24,1995,12000000,186
862,Mamadou Fofana,ml MLI,"DF,MF",21,1998,3000000,186
907,Marvin Gakpa,fr FRA,"MF,FW",25,1993,80000,182
1504,Habib MaĂŻga,ci CIV,MF,23,1996,2000000,181
1749,KĂ©vin N'Doram,fr FRA,MF,23,1996,2000000,185
1768,Papa Ndiaga Yade,sn SEN,FW,19,2000,25000,186
1785,Opa Nguette,sn SEN,FW,25,1994,2000000,182
1787,Ibrahima Niane,sn SEN,FW,20,1999,3000000,187
1861,Alexandre Oukidja,dz ALG,GK,31,1988,1000000,184
1877,Vincent Pajot,fr FRA,MF,28,1990,1000000,180
2422,Stoppila Sunzu,zm ZAM,DF,30,1989,1000000,192
2521,Adama TraorĂ©,ml MLI,"FW,MF",24,1995,25000000,178
2546,Matthieu Udol,fr FRA,DF,23,1996,1000000,178
251,Laszlo Benes,sk SVK,MF,21,1997,6000000,181
261,Ramy Bensebaini,dz ALG,DF,24,1995,9000000,186
290,Louis Beyer,de GER,DF,19,2000,2300000,187
721,Mamadou DoucourĂ©,fr FRA,MF,21,1998,45000,183
769,Nico Elvedi,ch SUI,DF,22,1996,28000000,189
772,Breel Embolo,ch SUI,"FW,MF",22,1997,13000000,187
955,Matthias Ginter,de GER,DF,25,1994,28000000,191
1093,Patrick Herrmann,de GER,"FW,MF",28,1991,5000000,179
1103,Jonas Hofmann,de GER,"MF,FW",27,1992,7000000,176
1184,Tony Jantschke,de GER,DF,29,1990,2000000,177
1201,Fabian Johnson,us USA,"MF,DF",31,1987,1000000,183
1321,Christoph Kramer,de GER,MF,28,1991,7000000,191
1350,Stefan Lainer,at AUT,DF,26,1992,14000000,175
1741,Torben MĂĽsel,de GER,FW,20,1999,32500,185
1777,Florian Neuhaus,de GER,MF,22,1997,17000000,183
1995,Alassane Plea,fr FRA,FW,26,1993,35000000,181
2049,Raffael,br BRA,MF,34,1985,700,174
2365,Yann Sommer,ch SUI,GK,30,1988,9000000,183
2402,Lars Stindl,de GER,"MF,FW",30,1988,6000000,181
2407,Tobias Strobl,de GER,"MF,DF",29,1990,3000000,188
2483,Marcus Thuram,fr FRA,FW,21,1997,22000000,192
2528,Ibrahima TraorĂ©,gn GUI,FW,31,1988,80000,171
2655,Oscar Wendt,se SWE,DF,33,1985,1000000,181
2698,Denis Zakaria,ch SUI,MF,22,1996,36000000,190
255,IsmaĂ«l Bennacer,dz ALG,MF,21,1997,17000000,175
293,Lucas Biglia,ar ARG,MF,33,1986,2000000,178
322,Giacomo Bonaventura,it ITA,"MF,FW",29,1989,9000000,180
330,Fabio Borini,it ITA,"MF,FW",28,1991,4000000,180
363,Marco Brescianini,it ITA,MF,19,2000,10000,188
416,Davide Calabria,it ITA,DF,22,1996,9000000,176
422,Hakan Ă‡alhanoÄźlu,tr TUR,"MF,FW",25,1994,30000000,178
468,Samu Castillejo,es ESP,"FW,MF",24,1995,11000000,182
548,Andrea Conti,it ITA,DF,25,1994,12000000,184
716,Gianluigi Donnarumma,it ITA,GK,20,1999,49000000,196
735,LĂ©o Duarte,br BRA,DF,23,1996,6000000,183
898,Matteo Gabbia,it ITA,DF,19,1999,2000000,185
1086,Theo HernĂˇndez,fr FRA,DF,21,1997,32000000,184
1138,Zlatan Ibrahimovic,se SWE,FW,37,1981,3500000,195
1263,Franck KessiĂ©,ci CIV,MF,22,1996,20000000,183
1276,Simon KjĂ¦r,dk DEN,DF,30,1989,7000000,191
1328,Rade KruniÄ‡,ba BIH,MF,25,1993,6500000,184
1375,Diego Laxalt,uy URU,DF,26,1993,5000000,178
1384,Rafael LeĂŁo,pt POR,FW,20,1999,20000000,188
1514,Daniel Maldini,it ITA,FW,17,2001,30000,186
1740,Mateo Musacchio,ar ARG,DF,28,1990,9000000,182
1890,Lucas PaquetĂˇ,br BRA,"MF,FW",21,1997,22000000,180
1972,Krzysztof PiÄ…tek,pl POL,FW,24,1995,21500000,183
2073,Ante RebiÄ‡,hr CRO,FW,25,1993,32000000,185
2086,Pepe Reina,es ESP,GK,36,1982,65000,188
2142,Ricardo RodrĂ­guez,ch SUI,DF,26,1992,5000000,180
2150,Alessio Romagnoli,it ITA,DF,24,1995,36000000,188
2195,Alexis Saelemaekers,be BEL,"FW,MF",20,1999,6000000,180
2313,AndrĂ© Silva,pt POR,FW,23,1995,16000000,184
2426,Suso,es ESP,"FW,MF",25,1993,20000000,177
27,Ruben Aguilar,fr FRA,DF,26,1993,6000000,172
139,Jean-KĂ©vin Augustin,fr FRA,FW,22,1997,9000000,180
167,TiemouĂ© Bakayoko,fr FRA,MF,24,1994,25000000,189
172,Keita BaldĂ©,sn SEN,"FW,MF",24,1995,16000000,181
178,FodĂ© Ballo-TourĂ©,fr FRA,DF,22,1997,6000000,182
214,Gil BastiĂŁo Dias,pt POR,"DF,MF",22,1996,3200000,186
245,Wissam Ben Yedder,fr FRA,FW,28,1990,40000000,170
335,Gabriel Boschilia,br BRA,"MF,FW",23,1996,2000000,172
803,Cesc FĂ bregas,es ESP,MF,32,1987,6000000,179
866,Youssouf Fofana,fr FRA,MF,20,1999,11000000,176
874,Lyle Foster,za RSA,FW,18,2000,1000000,185
959,Kamil Glik,pl POL,DF,31,1988,4000000,190
970,Aleksandr Golovin,ru RUS,MF,23,1996,20000000,180
1076,Benjamin Henrichs,de GER,"DF,MF",22,1997,12000000,183
1192,Jemerson,br BRA,"DF,MF",26,1992,4000000,184
1217,Stevan JovetiÄ‡,me MNE,"FW,MF",29,1989,6500000,183
1387,Benjamin Lecomte,fr FRA,GK,28,1991,11000000,186
1447,Rony Lopes,pt POR,FW,23,1995,10000000,174
1552,Guillermo MaripĂˇn,cl CHI,DF,25,1994,11000000,193
1575,Gelson Martins,pt POR,"DF,FW",24,1995,20000000,173
1725,BenoĂ®t Mukinayi,fr FRA,DF,18,2001,25000000,194
1843,Henry Onyekuru,ng NGA,"FW,MF",22,1997,8000000,175
1887,Jonathan Panzo,eng ENG,DF,18,2000,2000000,185
2312,Adrien Silva,pt POR,MF,30,1989,8000000,175
2347,Islam Slimani,dz ALG,FW,31,1988,6000000,188
2431,Moussa Sylla,fr FRA,FW,19,1999,2000000,181
2454,AurĂ©lien TchouamĂ©ni,fr FRA,MF,19,2000,15000000,185
2522,Adama TraorĂ©,ml MLI,MF,24,1995,25000000,178
158,Bastian Badu,fr FRA,FW,19,2000,35000,188
286,Dimitry Bertaud,fr FRA,GK,21,1998,90000,180
345,Bilal Boutobba,fr FRA,"MF,DF",20,1998,45000,172
428,Souleymane Camara,sn SEN,"FW,MF",36,1982,20000,174
460,Matis Carvalho,pt POR,GK,20,1999,15000,187
509,Joris Chotard,fr FRA,MF,17,2001,6000000,179
545,Daniel CongrĂ©,fr FRA,DF,34,1985,40000,185
580,Nicolas Cozza,fr FRA,DF,20,1999,3000000,178
647,Andy Delort,dz ALG,FW,27,1991,10000000,182
709,Keagan Dolly,za RSA,MF,26,1993,95000,170
851,Jordan Ferri,fr FRA,MF,27,1992,2000000,172
1097,Vitorino Hilton,br BRA,DF,41,1977,100,180
1148,Yun Il-lok,kr KOR,"MF,FW",27,1992,900,178
1343,GaĂ«tan Laborde,fr FRA,FW,25,1994,8000000,181
1382,Damien Le Tallec,fr FRA,"MF,DF",29,1990,3000000,187
1628,Pedro Mendes,pt POR,DF,28,1990,4000000,186
1684,Florent Mollet,fr FRA,MF,27,1991,7000000,175
1867,Ambroise Oyongo,cm CMR,DF,28,1991,2000000,176
2114,Mihailo RistiÄ‡,rs SRB,"DF,MF",23,1995,2000000,180
2182,GerĂłnimo Rulli,ar ARG,GK,27,1992,5000000,189
2219,Junior Sambia,fr FRA,"DF,MF",22,1996,2000000,185
2259,TĂ©ji Savanier,fr FRA,MF,27,1991,9000000,171
2346,Petar Skuletic,rs SRB,FW,29,1990,500,193
2377,Arnaud Souquet,fr FRA,DF,27,1992,4000000,179
2415,MathĂ­as SuĂˇrez,uy URU,DF,23,1996,1000000,182
2578,Thibaut Vargas,fr FRA,"DF,MF",19,2000,25000,175
2605,ClĂ©ment Vidal,fr FRA,DF,19,2000,45000,181
42,Sofiane Alakouch,fr FRA,DF,21,1998,3000000,175
243,Sami Ben Amar,ma MAR,FW,21,1998,35000,185
260,Yassine Benrahou,fr FRA,"MF,FW",20,1999,2000000,170
284,Paul Bernardoni,fr FRA,GK,22,1997,5000000,190
311,Antonin Bobichon,fr FRA,MF,23,1995,2000000,178
364,Anthony BrianĂ§on,fr FRA,DF,24,1994,3500000,185
381,Lucas BuadĂ©s,fr FRA,FW,21,1997,300,181
636,Lucas Deaux,fr FRA,MF,30,1988,1000000,188
657,Kevin Denkey,tg TOG,FW,18,2000,2500000,181
681,Lucas Dias,fr FRA,GK,20,1999,62500,187
744,Haris DuljeviÄ‡,ba BIH,"FW,MF",25,1993,800,185
834,Zinedine Ferhat,dz ALG,"FW,MF",26,1993,2000000,180
868,Lamine Fomba,fr FRA,MF,21,1998,3000000,187
1300,Moussa KonĂ©,sn SEN,FW,22,1996,2000000,175
1357,LoĂŻck Landre,fr FRA,DF,27,1992,1000000,182
1573,Pablo Martinez,fr FRA,DF,30,1989,2000000,182
1657,Florian Miguel,fr FRA,DF,22,1996,1000000,179
1891,GaĂ«tan Paquiez,fr FRA,DF,25,1994,80000,182
1970,Romain Philippoteaux,fr FRA,"FW,MF",31,1988,80000,170
2110,Renaud Ripart,fr FRA,"FW,DF",26,1993,3000000,181
2169,Nolan Roux,fr FRA,FW,31,1988,1000000,182
2200,ThĂ©o Sainte-Luce,fr FRA,"DF,FW",20,1998,30000,181
2257,Sidy Sarr,sn SEN,MF,23,1996,2000000,196
2404,Vlatko Stojanovski,mk MKD,FW,22,1997,40000,186
2561,Pierrick Valdivia,fr FRA,MF,31,1988,47500,186
2563,Antoine Valerio,fr FRA,MF,19,1999,200000,185
2571,Theo Valls,fr FRA,MF,23,1995,2000000,179
4,Mehdi Abeid,dz ALG,MF,26,1992,2000000,178
109,Dennis Appiah,fr FRA,DF,27,1992,1000000,179
212,Thomas Basila,fr FRA,DF,20,1999,1000000,187
247,Cristian Benavente,pe PER,"MF,FW",25,1994,3000000,172
305,Ludovic Blas,fr FRA,"FW,MF",21,1997,8000000,180
533,Marcus Coco,fr FRA,FW,23,1996,2000000,184
575,Kalifa Coulibaly,ml MLI,FW,27,1991,4000000,197
774,Renaud Emond,be BEL,"FW,MF",27,1991,3000000,186
802,FĂˇbio,br BRA,DF,29,1990,2500000,172
956,Andrei Girotto,br BRA,DF,27,1992,4000000,186
1112,JosuĂ© Homawoo,fr FRA,DF,21,1997,15000,191
1229,Abdoul Kader Bamba,fr FRA,"FW,MF",25,1994,1000000,176
1324,Rene Krhin,si SVN,"DF,MF",29,1990,1000000,189
1346,Alban Lafont,fr FRA,GK,20,1999,11000000,196
1420,Lucas Lima,br BRA,"FW,DF",27,1991,5000000,179
1421,Anthony Limbombe,be BEL,"FW,MF",25,1994,4000000,177
1460,Imran Louza,fr FRA,"MF,FW",20,1999,12000000,178
1719,Wesley Moustache,fr FRA,DF,20,1999,15000,177
1721,Samuel Moutoussamy,cd COD,"DF,FW",22,1996,3000000,176
1881,Nicolas Pallois,fr FRA,DF,31,1987,2000000,189
2018,Percy Prado,pe PER,DF,23,1996,30000,175
2160,Valentin Rongier,fr FRA,MF,24,1994,16000000,172
2189,Roli Pereira de Sa,fr FRA,MF,22,1996,15000,177
2325,Moses Simon,ng NGA,"FW,MF",24,1995,6000000,168
2516,Abdoulaye TourĂ©,fr FRA,MF,25,1994,8000000,188
2526,Charles Traore,ml MLI,DF,27,1992,2500000,180
2630,Molla WaguĂ©,ml MLI,DF,28,1991,80000,191
2688,Elie Youan,fr FRA,FW,20,1999,725,181
62,Allan,br BRA,MF,28,1991,25000000,175
424,JosĂ© CallejĂłn,es ESP,"FW,MF",32,1987,9000000,178
654,Diego Demme,de GER,MF,27,1991,13000000,170
669,Giovanni Di Lorenzo,it ITA,DF,25,1993,16000000,183
765,Elif Elmas,mk MKD,MF,19,1999,18000000,182
948,Faouzi Ghoulam,dz ALG,DF,28,1991,9000000,184
1127,Elseid Hysaj,al ALB,DF,25,1994,13000000,182
1159,Lorenzo Insigne,it ITA,"FW,MF",28,1991,48000000,163
1310,Kalidou Koulibaly,sn SEN,DF,28,1991,56000000,187
1427,Fernando Llorente,es ESP,FW,34,1985,4000000,193
1432,Stanislav Lobotka,sk SVK,MF,24,1994,16000000,172
1466,Hirving Lozano,mx MEX,FW,24,1995,28000000,175
1484,Sebastiano Luperto,it ITA,DF,22,1996,4000000,191
1512,Nikola MaksimoviÄ‡,rs SRB,DF,27,1991,18000000,193
1513,KĂ©vin Malcuit,ma MAR,DF,28,1991,12000000,178
1531,Kostas Manolas,gr GRE,DF,28,1991,32000000,189
1642,Alex Meret,it ITA,GK,22,1997,28000000,190
1647,Dries Mertens,be BEL,FW,32,1987,20000000,169
1660,Arkadiusz Milik,pl POL,FW,25,1994,32000000,186
1854,David Ospina,co COL,GK,30,1988,2000000,183
